hotel,date,room_type,capacity,occupied,adr,room_revenue,fnb_revenue,spa_revenue,other_revenue,total_revenue,rooms_cost,fnb_cost,spa_cost,other_cost,total_cost,channel,occupancy_rate,revpar,gop,goppar
Hôtel des Îles,2025-08-02,Deluxe,15,9,128.85,1159.65,197.28,11.58,209.32,1577.83,285.58,83.83,4.13,69.84,443.38,OTA,0.6,77.31,1134.4499999999998,75.62999999999998
Hôtel des Îles,2025-08-02,Suite,5,2,233.82,467.64,104.28,20.07,107.81,699.8,94.79,33.22,5.33,40.2,173.54,OTA,0.4,93.52799999999999,526.26,105.252
Hôtel des Îles,2025-08-03,Single,10,3,50.57,151.71,35.83,2.01,78.85,268.4,35.08,13.36,0.6,37.82,86.86,Direct,0.3,15.171000000000001,181.53999999999996,18.153999999999996
Hôtel des Îles,2025-08-03,Double,30,16,112.82,1805.12,210.69,43.84,132.18,2191.83,277.02,80.84,16.18,53.72,427.76,Direct,0.5333333333333333,60.17066666666666,1764.07,58.80233333333333
Hôtel des Îles,2025-08-03,Deluxe,15,4,167.41,669.64,72.85,30.79,133.11,906.39,112.27,23.02,10.62,64.37,210.28,Direct,0.26666666666666666,44.64266666666666,696.11,46.407333333333334
Hôtel des Îles,2025-08-03,Suite,5,4,191.34,765.36,64.39,19.07,54.05,902.87,203.01,21.26,6.93,27.7,258.9,Corporate,0.8,153.072,643.97,128.794
Hôtel des Îles,2025-08-04,Single,10,6,67.98,407.88,66.68,14.0,53.52,542.08,75.62,20.47,3.11,26.2,125.4,Direct,0.6,40.788,416.68000000000006,41.668000000000006
Hôtel des Îles,2025-08-04,Double,30,17,101.32,1722.44,399.47,3.45,139.65,2265.01,416.17,125.32,1.22,82.6,625.31,Agency,0.5666666666666667,57.41466666666667,1639.7000000000003,54.65666666666667
Hôtel des Îles,2025-08-04,Deluxe,15,9,119.3,1073.7,111.07,75.52,82.5,1342.79,171.43,33.75,24.27,27.8,257.25,OTA,0.6,71.58,1085.54,72.36933333333333
Hôtel des Îles,2025-08-04,Suite,5,2,286.76,573.52,106.3,19.76,72.94,772.52,147.47,31.2,4.65,29.72,213.04,OTA,0.4,114.704,559.48,111.896
Hôtel des Îles,2025-08-05,Single,10,6,34.56,207.36,40.03,14.28,51.92,313.59,61.16,12.74,5.68,19.51,99.09,OTA,0.6,20.736,214.49999999999997,21.449999999999996
Hôtel des Îles,2025-08-05,Double,30,17,84.92,1443.64,98.19,115.09,160.31,1817.23,368.23,32.54,35.63,93.42,529.82,Direct,0.5666666666666667,48.12133333333334,1287.4099999999999,42.913666666666664
Hôtel des Îles,2025-08-05,Deluxe,15,9,142.67,1284.03,168.54,4.6,241.5,1698.67,376.13,51.55,1.59,114.37,543.64,Direct,0.6,85.602,1155.0300000000002,77.00200000000001
Hôtel des Îles,2025-08-05,Suite,5,3,235.53,706.59,103.37,37.02,87.85,934.83,162.53,32.42,11.3,46.93,253.18,Corporate,0.6,141.318,681.6500000000001,136.33
Hôtel des Îles,2025-08-06,Single,10,6,63.49,380.94,70.83,3.2,224.42,679.39,86.66,23.16,0.68,92.96,203.46,Agency,0.6,38.094,475.92999999999995,47.592999999999996
Hôtel des Îles,2025-08-06,Double,30,21,89.46,1878.66,311.32,69.58,83.72,2343.28,287.03,115.8,26.73,27.79,457.35,Direct,0.7,62.622,1885.9300000000003,62.86433333333334
Hôtel des Îles,2025-08-06,Deluxe,15,8,141.86,1134.88,206.27,33.38,206.4,1580.93,198.59,53.59,9.32,114.78,376.28,Corporate,0.5333333333333333,75.65866666666668,1204.65,80.31
Hôtel des Îles,2025-08-06,Suite,5,3,280.8,842.4,152.72,31.42,242.89,1269.43,237.43,57.86,8.62,117.9,421.81,OTA,0.6,168.48,847.6200000000001,169.52400000000003
Hôtel des Îles,2025-08-07,Single,10,6,52.03,312.18,32.07,19.0,156.29,519.54,50.0,10.38,7.16,82.3,149.84,Direct,0.6,31.218,369.69999999999993,36.96999999999999
Hôtel des Îles,2025-08-07,Double,30,11,78.99,868.89,189.84,27.89,135.97,1222.59,149.65,49.27,9.15,43.42,251.49,OTA,0.36666666666666664,28.963,971.0999999999999,32.37
Hôtel des Îles,2025-08-07,Deluxe,15,7,134.98,944.86,198.34,34.92,79.74,1257.86,244.32,56.99,12.14,35.39,348.84,OTA,0.4666666666666667,62.99066666666667,909.02,60.60133333333333
Hôtel des Îles,2025-08-07,Suite,5,1,245.54,245.54,48.02,12.22,202.11,507.89,63.56,18.65,4.45,99.78,186.44,OTA,0.2,49.108,321.45,64.28999999999999
Hôtel des Îles,2025-08-08,Single,10,5,66.51,332.55,78.53,15.39,85.79,512.26,82.99,35.19,5.61,44.93,168.72,Direct,0.5,33.255,343.53999999999996,34.354
Hôtel des Îles,2025-08-08,Double,30,12,90.79,1089.48,158.19,23.52,193.05,1464.24,319.83,61.41,8.88,84.15,474.27,Corporate,0.4,36.316,989.97,32.999
Hôtel des Îles,2025-08-08,Deluxe,15,6,169.29,1015.74,102.2,65.79,240.06,1423.79,223.25,39.88,22.86,119.71,405.7,OTA,0.4,67.716,1018.0899999999999,67.87266666666666
Hôtel des Îles,2025-08-08,Suite,5,1,296.33,296.33,65.15,3.28,56.15,420.91,85.98,18.21,1.19,30.71,136.09,OTA,0.2,59.266,284.82000000000005,56.96400000000001
Hôtel des Îles,2025-08-09,Single,10,7,67.48,472.36,65.46,3.11,228.41,769.34,132.44,29.43,0.99,120.0,282.86,Direct,0.7,47.236000000000004,486.48,48.648
Hôtel des Îles,2025-08-09,Double,30,14,93.3,1306.2,80.07,70.81,115.64,1572.72,287.58,30.93,27.07,63.33,408.91,OTA,0.4666666666666667,43.54,1163.81,38.79366666666667
Hôtel des Îles,2025-08-09,Deluxe,15,8,119.39,955.12,115.15,41.8,156.58,1268.65,148.35,50.69,10.66,47.73,257.43,Direct,0.5333333333333333,63.67466666666667,1011.22,67.41466666666666
Hôtel des Îles,2025-08-09,Suite,5,2,232.16,464.32,62.01,5.92,151.21,683.46,75.58,16.08,1.8,56.61,150.07,Direct,0.4,92.864,533.3900000000001,106.67800000000003
Hôtel des Îles,2025-08-10,Single,10,5,62.29,311.45,76.16,19.02,171.68,578.31,63.79,21.81,6.42,102.75,194.77,OTA,0.5,31.145,383.53999999999996,38.354
Hôtel des Îles,2025-08-10,Double,30,14,87.56,1225.84,151.24,73.43,224.85,1675.36,346.22,44.7,27.84,90.49,509.25,Direct,0.4666666666666667,40.86133333333333,1166.11,38.87033333333333
Hôtel des Îles,2025-08-10,Deluxe,15,6,168.51,1011.06,116.67,50.92,182.02,1360.67,262.94,50.1,14.59,63.69,391.32,Direct,0.4,67.404,969.3500000000001,64.62333333333335
Hôtel des Îles,2025-08-10,Suite,5,3,295.27,885.81,188.11,55.5,186.44,1315.86,191.29,84.03,17.42,67.27,360.01,Direct,0.6,177.16199999999998,955.8499999999999,191.17
Hôtel des Îles,2025-08-11,Single,10,4,57.71,230.84,26.77,16.2,71.52,345.33,35.94,7.81,4.17,23.88,71.8,Direct,0.4,23.084,273.53,27.352999999999998
Hôtel des Îles,2025-08-11,Double,30,13,76.53,994.89,164.1,44.62,203.75,1407.36,262.32,63.04,12.93,115.57,453.86,OTA,0.43333333333333335,33.163,953.4999999999999,31.783333333333328
Hôtel des Îles,2025-08-11,Deluxe,15,3,147.88,443.64,91.93,10.03,86.78,632.38,70.13,33.52,3.39,34.52,141.56,OTA,0.2,29.576,490.82,32.721333333333334
Hôtel des Îles,2025-08-11,Suite,5,4,215.31,861.24,186.32,58.75,84.43,1190.74,192.01,73.93,20.84,45.2,331.98,Direct,0.8,172.248,858.76,171.752
Hôtel des Îles,2025-08-12,Single,10,6,75.27,451.62,87.32,10.83,83.27,633.04,77.75,27.33,3.45,33.93,142.46,Direct,0.6,45.162,490.5799999999999,49.05799999999999
Hôtel des Îles,2025-08-12,Double,30,19,74.72,1419.68,105.02,24.03,84.44,1633.17,227.27,40.36,7.03,46.38,321.04,Direct,0.6333333333333333,47.32266666666667,1312.13,43.73766666666667
Hôtel des Îles,2025-08-12,Deluxe,15,10,124.32,1243.2,137.15,7.98,237.89,1626.22,288.77,55.9,2.65,108.07,455.39,Direct,0.6666666666666666,82.88000000000001,1170.83,78.05533333333332
Hôtel des Îles,2025-08-12,Suite,5,2,282.98,565.96,105.84,30.4,79.81,782.01,114.28,27.37,10.45,46.75,198.85,Direct,0.4,113.19200000000001,583.16,116.63199999999999
Hôtel des Îles,2025-08-13,Single,10,3,71.56,214.68,52.57,14.23,76.32,357.8,61.89,17.88,3.9,33.45,117.12,Corporate,0.3,21.468,240.68,24.068
Hôtel des Îles,2025-08-13,Double,30,16,82.32,1317.12,110.83,91.71,133.94,1653.6,326.89,38.88,31.68,59.44,456.89,Direct,0.5333333333333333,43.903999999999996,1196.71,39.89033333333334
Hôtel des Îles,2025-08-13,Deluxe,15,7,130.46,913.22,172.13,56.97,97.81,1240.13,172.18,53.61,18.21,34.38,278.38,Direct,0.4666666666666667,60.88133333333334,961.7500000000001,64.11666666666667
Hôtel des Îles,2025-08-13,Suite,5,3,181.93,545.79,69.69,41.92,203.62,861.02,98.9,22.78,12.94,98.53,233.15,OTA,0.6,109.15799999999999,627.87,125.574
Hôtel des Îles,2025-08-14,Single,10,6,60.3,361.8,74.43,27.68,103.29,567.2,68.8,31.84,9.81,59.7,170.15,Direct,0.6,36.18,397.05000000000007,39.705000000000005
Hôtel des Îles,2025-08-14,Double,30,16,75.98,1215.68,139.28,16.43,238.34,1609.73,240.71,44.12,6.05,117.82,408.7,OTA,0.5333333333333333,40.522666666666666,1201.03,40.03433333333333
Hôtel des Îles,2025-08-14,Deluxe,15,8,129.94,1039.52,97.3,79.96,156.87,1373.65,214.92,39.15,24.38,47.68,326.13,OTA,0.5333333333333333,69.30133333333333,1047.52,69.83466666666666
Hôtel des Îles,2025-08-14,Suite,5,3,223.27,669.81,83.79,18.92,215.4,987.92,101.43,34.32,5.95,128.34,270.04,OTA,0.6,133.962,717.8799999999999,143.57599999999996
Hôtel des Îles,2025-08-15,Single,10,2,55.57,111.14,27.06,8.45,246.77,393.42,31.12,11.69,2.06,135.55,180.42,OTA,0.2,11.114,213.00000000000003,21.300000000000004
Hôtel des Îles,2025-08-15,Double,30,20,91.69,1833.8,172.49,57.82,169.7,2233.81,377.98,56.06,13.1,98.8,545.94,Corporate,0.6666666666666666,61.126666666666665,1687.87,56.26233333333333
Hôtel des Îles,2025-08-15,Deluxe,15,2,120.47,240.94,49.54,8.2,80.77,379.45,71.43,14.78,2.82,27.7,116.73,Direct,0.13333333333333333,16.062666666666665,262.71999999999997,17.514666666666663
Hôtel des Îles,2025-08-15,Suite,5,2,212.51,425.02,77.67,2.12,224.23,729.04,75.56,22.92,0.7,98.8,197.98,OTA,0.4,85.00399999999999,531.06,106.21199999999999
Hôtel des Îles,2025-08-16,Single,10,3,64.65,193.95,41.13,8.82,71.73,315.63,39.94,12.28,2.68,39.67,94.57,OTA,0.3,19.395,221.06,22.106
Hôtel des Îles,2025-08-16,Double,30,14,100.35,1404.9,241.0,64.73,129.37,1840.0,419.51,102.76,22.65,59.67,604.59,OTA,0.4666666666666667,46.830000000000005,1235.4099999999999,41.18033333333333
Hôtel des Îles,2025-08-16,Deluxe,15,6,160.3,961.8,76.54,39.11,179.39,1256.84,218.84,32.75,15.56,60.05,327.2,Direct,0.4,64.11999999999999,929.6399999999999,61.97599999999999
Hôtel des Îles,2025-08-16,Suite,5,1,321.42,321.42,56.42,19.8,159.64,557.28,74.22,15.1,5.59,74.03,168.94,OTA,0.2,64.284,388.34,77.66799999999999
Hôtel des Îles,2025-08-17,Single,10,7,74.42,520.94,61.77,2.96,116.36,702.03,114.14,27.25,0.78,66.41,208.58,Direct,0.7,52.09400000000001,493.44999999999993,49.34499999999999
Hôtel des Îles,2025-08-17,Double,30,12,92.7,1112.4,214.16,45.49,82.07,1454.12,316.11,66.09,15.75,43.82,441.77,Agency,0.4,37.080000000000005,1012.3499999999999,33.745
Hôtel des Îles,2025-08-17,Deluxe,15,7,131.9,923.3,126.98,63.19,60.03,1173.5,260.64,53.38,19.04,26.84,359.9,OTA,0.4666666666666667,61.55333333333333,813.6,54.24
Hôtel des Îles,2025-08-17,Suite,5,5,267.57,1337.85,275.65,68.91,73.36,1755.77,275.68,76.57,25.93,38.51,416.69,Corporate,1.0,267.57,1339.08,267.816
Hôtel des Îles,2025-08-18,Single,10,6,48.06,288.36,56.23,3.7,190.42,538.71,73.2,19.22,0.84,75.11,168.37,Direct,0.6,28.836000000000002,370.34000000000003,37.034000000000006
Hôtel des Îles,2025-08-18,Double,30,16,96.92,1550.72,309.56,23.44,81.52,1965.24,287.62,100.04,8.41,42.5,438.57,Agency,0.5333333333333333,51.690666666666665,1526.67,50.889
Hôtel des Îles,2025-08-18,Deluxe,15,4,121.27,485.08,86.61,12.62,176.54,760.85,133.45,24.62,4.87,81.07,244.01,Agency,0.26666666666666666,32.33866666666667,516.84,34.456
Hôtel des Îles,2025-08-18,Suite,5,2,314.39,628.78,93.63,45.93,125.42,893.76,115.06,34.79,14.92,54.15,218.92,OTA,0.4,125.756,674.84,134.96800000000002
Hôtel des Îles,2025-08-19,Single,10,8,54.64,437.12,48.42,25.94,192.8,704.28,84.89,17.44,8.44,85.67,196.44,Corporate,0.8,43.712,507.84,50.784
Hôtel des Îles,2025-08-19,Double,30,17,94.98,1614.66,349.21,63.32,99.27,2126.46,365.08,97.21,21.42,39.79,523.5,Direct,0.5666666666666667,53.822,1602.96,53.432
Hôtel des Îles,2025-08-19,Deluxe,15,11,161.44,1775.84,358.42,85.07,242.22,2461.55,317.41,157.23,23.84,111.06,609.54,Direct,0.7333333333333333,118.38933333333333,1852.0100000000002,123.46733333333334
Hôtel des Îles,2025-08-19,Suite,5,3,199.8,599.4,145.78,45.41,186.75,977.34,161.64,41.59,15.64,90.65,309.52,Direct,0.6,119.88,667.82,133.56400000000002
Hôtel des Îles,2025-08-20,Single,10,3,63.18,189.54,23.01,8.35,191.3,412.2,47.9,8.12,2.45,80.22,138.69,Corporate,0.3,18.954,273.51,27.351
Hôtel des Îles,2025-08-20,Double,30,13,79.61,1034.93,119.61,58.12,59.02,1271.68,215.09,38.11,21.12,34.83,309.15,OTA,0.43333333333333335,34.49766666666667,962.5300000000001,32.08433333333333
Hôtel des Îles,2025-08-20,Deluxe,15,9,137.45,1237.05,186.44,83.88,222.39,1729.76,299.9,81.22,25.17,126.03,532.32,OTA,0.6,82.47,1197.44,79.82933333333334
Hôtel des Îles,2025-08-20,Suite,5,2,261.65,523.3,95.54,41.66,55.1,715.6,149.13,23.96,11.37,19.32,203.78,Corporate,0.4,104.66,511.82000000000005,102.364
Hôtel des Îles,2025-08-21,Single,10,2,42.07,84.14,7.87,1.51,105.02,198.54,20.03,3.01,0.31,39.13,62.48,OTA,0.2,8.414,136.06,13.606
Hôtel des Îles,2025-08-21,Double,30,13,93.89,1220.57,232.07,82.38,168.97,1703.99,326.71,92.79,25.9,66.52,511.92,OTA,0.43333333333333335,40.68566666666666,1192.07,39.73566666666667
Hôtel des Îles,2025-08-21,Deluxe,15,6,137.79,826.74,73.16,6.6,198.67,1105.17,233.92,27.81,1.51,115.32,378.56,Agency,0.4,55.116,726.6100000000001,48.44066666666667
Hôtel des Îles,2025-08-21,Suite,5,2,221.68,443.36,83.52,31.57,224.82,783.27,131.54,29.43,11.56,96.26,268.79,OTA,0.4,88.672,514.48,102.896
Hôtel des Îles,2025-08-22,Single,10,4,64.46,257.84,17.3,5.4,75.2,355.74,47.34,4.69,2.11,28.84,82.98,OTA,0.4,25.784,272.76,27.276
Hôtel des Îles,2025-08-22,Double,30,18,108.45,1952.1,440.26,100.36,228.0,2720.72,449.59,134.48,37.74,105.44,727.25,Agency,0.6,65.07,1993.4699999999998,66.449
Hôtel des Îles,2025-08-22,Deluxe,15,4,179.16,716.64,160.47,44.48,176.02,1097.61,213.08,62.12,17.57,55.84,348.61,Direct,0.26666666666666666,47.775999999999996,748.9999999999999,49.93333333333332
Hôtel des Îles,2025-08-22,Suite,5,2,188.15,376.3,39.49,17.44,61.73,494.96,64.89,15.76,4.14,22.88,107.67,Corporate,0.4,75.26,387.28999999999996,77.458
Hôtel des Îles,2025-08-23,Single,10,3,56.1,168.3,11.45,11.96,231.9,423.61,27.9,5.13,3.1,75.42,111.55,Direct,0.3,16.830000000000002,312.06,31.206
Hôtel des Îles,2025-08-23,Double,30,14,103.6,1450.4,174.09,85.2,238.1,1947.79,237.81,54.18,24.94,107.0,423.93,OTA,0.4666666666666667,48.34666666666667,1523.86,50.79533333333333
Hôtel des Îles,2025-08-23,Deluxe,15,6,120.86,725.16,105.43,20.67,148.21,999.47,209.05,36.49,4.19,63.97,313.7,Corporate,0.4,48.344,685.77,45.717999999999996
Hôtel des Îles,2025-08-23,Suite,5,3,206.6,619.8,154.93,31.94,188.85,995.52,138.66,49.72,11.58,84.7,284.66,Agency,0.6,123.96,710.8599999999999,142.17199999999997
Hôtel des Îles,2025-08-24,Single,10,5,61.97,309.85,46.12,0.71,173.37,530.05,65.6,20.03,0.21,88.89,174.73,Direct,0.5,30.985000000000003,355.31999999999994,35.532
Hôtel des Îles,2025-08-24,Double,30,16,93.3,1492.8,277.41,11.36,132.12,1913.69,434.89,93.54,4.51,41.89,574.83,OTA,0.5333333333333333,49.76,1338.8600000000001,44.62866666666667
Hôtel des Îles,2025-08-24,Deluxe,15,8,118.17,945.36,217.75,32.47,212.85,1408.43,196.94,91.5,10.63,72.86,371.93,OTA,0.5333333333333333,63.024,1036.5,69.1
Hôtel des Îles,2025-08-24,Suite,5,1,372.97,372.97,56.06,7.39,187.03,623.45,95.35,18.03,2.78,92.24,208.4,OTA,0.2,74.59400000000001,415.05000000000007,83.01000000000002
Hôtel des Îles,2025-08-25,Single,10,4,58.63,234.52,42.31,16.14,78.05,371.02,50.3,11.4,4.49,23.77,89.96,Corporate,0.4,23.452,281.06,28.106
Hôtel des Îles,2025-08-25,Double,30,15,79.84,1197.6,152.47,19.61,63.0,1432.68,193.92,61.29,5.67,32.62,293.5,OTA,0.5,39.919999999999995,1139.18,37.97266666666667
Hôtel des Îles,2025-08-25,Deluxe,15,5,124.05,620.25,40.62,0.6,107.63,769.1,93.9,12.02,0.17,36.21,142.3,Direct,0.3333333333333333,41.35,626.8,41.78666666666666
Hôtel des Îles,2025-08-25,Suite,5,4,214.34,857.36,77.97,42.41,75.92,1053.66,128.87,34.02,13.19,43.89,219.97,Direct,0.8,171.472,833.69,166.738
Hôtel des Îles,2025-08-26,Single,10,4,75.93,303.72,16.73,17.21,116.07,453.73,53.77,5.89,5.18,39.59,104.43,Direct,0.4,30.372000000000003,349.3,34.93
Hôtel des Îles,2025-08-26,Double,30,14,79.84,1117.76,206.48,6.16,73.54,1403.94,321.26,77.64,2.27,41.88,443.05,OTA,0.4666666666666667,37.25866666666666,960.8900000000001,32.02966666666667
Hôtel des Îles,2025-08-26,Deluxe,15,4,100.52,402.08,57.71,13.8,178.9,652.49,116.84,15.67,3.03,99.44,234.98,OTA,0.26666666666666666,26.805333333333333,417.51,27.834
Hôtel des Îles,2025-08-26,Suite,5,3,286.02,858.06,61.07,61.46,208.5,1189.09,225.35,15.72,22.11,71.18,334.36,Direct,0.6,171.612,854.7299999999999,170.94599999999997
Hôtel des Îles,2025-08-27,Single,10,5,68.48,342.4,62.04,25.31,82.22,511.97,82.03,19.75,7.39,31.75,140.92,OTA,0.5,34.239999999999995,371.05000000000007,37.105000000000004
Hôtel des Îles,2025-08-27,Double,30,9,91.66,824.94,130.24,25.09,121.98,1102.25,181.15,39.75,5.92,56.96,283.78,Corporate,0.3,27.498,818.47,27.282333333333334
Hôtel des Îles,2025-08-27,Deluxe,15,5,146.61,733.05,80.09,14.09,177.61,1004.84,151.54,30.06,3.68,86.21,271.49,Direct,0.3333333333333333,48.87,733.35,48.89
Hôtel des Îles,2025-08-27,Suite,5,1,249.75,249.75,26.95,17.79,84.59,379.08,72.04,9.56,6.1,28.17,115.87,Direct,0.2,49.95,263.21,52.641999999999996
Hôtel des Îles,2025-08-28,Single,10,7,50.92,356.44,34.45,18.32,141.07,550.28,83.07,9.46,6.6,75.5,174.63,Direct,0.7,35.644,375.65,37.565
Hôtel des Îles,2025-08-28,Double,30,13,93.2,1211.6,105.29,35.98,154.45,1507.32,191.43,41.38,11.11,84.74,328.66,Direct,0.43333333333333335,40.38666666666666,1178.6599999999999,39.288666666666664
Hôtel des Îles,2025-08-28,Deluxe,15,10,113.87,1138.7,211.12,64.93,247.08,1661.83,263.26,64.24,21.86,146.72,496.08,Direct,0.6666666666666666,75.91333333333334,1165.75,77.71666666666667
Hôtel des Îles,2025-08-28,Suite,5,2,243.65,487.3,117.26,38.42,134.39,777.37,142.56,30.15,13.42,66.23,252.36,Direct,0.4,97.46000000000001,525.01,105.002
Hôtel des Îles,2025-08-29,Single,10,5,73.06,365.3,90.74,22.01,242.39,720.44,71.01,25.67,6.62,108.69,211.99,Direct,0.5,36.53,508.45000000000005,50.845000000000006
Hôtel des Îles,2025-08-29,Double,30,16,84.05,1344.8,262.63,51.84,155.12,1814.39,229.75,113.7,20.0,78.34,441.79,Direct,0.5333333333333333,44.82666666666667,1372.6000000000001,45.75333333333334
Hôtel des Îles,2025-08-29,Deluxe,15,7,106.22,743.54,106.07,8.74,121.41,979.76,207.18,27.32,2.01,40.98,277.49,OTA,0.4666666666666667,49.56933333333333,702.27,46.818
Hôtel des Îles,2025-08-29,Suite,5,5,287.81,1439.05,214.28,114.13,58.77,1826.23,266.45,70.56,33.09,33.88,403.98,OTA,1.0,287.81,1422.25,284.45
Hôtel des Îles,2025-08-30,Single,10,2,44.16,88.32,15.64,5.04,204.01,313.01,21.66,4.65,1.89,106.01,134.21,OTA,0.2,8.831999999999999,178.79999999999998,17.88
Hôtel des Îles,2025-08-30,Double,30,21,95.43,2004.03,232.18,134.58,202.48,2573.27,517.31,104.35,33.9,105.42,760.98,OTA,0.7,66.801,1812.29,60.409666666666666
Hôtel des Îles,2025-08-30,Deluxe,15,6,110.27,661.62,77.75,20.19,244.59,1004.15,99.8,34.76,8.0,146.47,289.03,OTA,0.4,44.108,715.12,47.67466666666667
Hôtel des Îles,2025-08-30,Suite,5,4,247.8,991.2,64.55,22.71,67.62,1146.08,276.47,23.77,8.64,34.25,343.13,Agency,0.8,198.24,802.9499999999999,160.58999999999997
Hôtel des Îles,2025-08-31,Single,10,5,70.34,351.7,62.92,22.55,207.27,644.44,62.83,23.91,5.41,98.45,190.6,OTA,0.5,35.17,453.84000000000003,45.384
Hôtel des Îles,2025-08-31,Double,30,22,81.29,1788.38,353.02,128.32,114.57,2384.29,291.91,92.36,47.53,59.48,491.28,OTA,0.7333333333333333,59.61266666666667,1893.01,63.10033333333333
Hôtel des Îles,2025-08-31,Deluxe,15,6,138.12,828.72,164.51,21.94,194.43,1209.6,212.28,58.72,7.8,92.22,371.02,Direct,0.4,55.248000000000005,838.5799999999999,55.90533333333333
Hôtel des Îles,2025-08-31,Suite,5,3,296.65,889.95,199.1,62.85,138.99,1290.89,201.26,66.33,18.22,79.02,364.83,Corporate,0.6,177.99,926.0600000000002,185.21200000000005
Hôtel des Îles,2025-09-01,Single,10,3,73.49,220.47,27.42,12.77,150.0,410.66,51.94,10.76,4.54,57.22,124.46,Direct,0.3,22.047,286.20000000000005,28.620000000000005
Hôtel des Îles,2025-09-01,Double,30,13,91.23,1185.99,180.21,34.91,156.93,1558.04,253.07,55.3,13.29,55.78,377.44,OTA,0.43333333333333335,39.533,1180.6,39.35333333333333
Hôtel des Îles,2025-09-01,Deluxe,15,10,139.65,1396.5,197.47,0.91,138.65,1733.53,286.78,75.82,0.35,45.16,408.11,Direct,0.6666666666666666,93.1,1325.42,88.36133333333333
Hôtel des Îles,2025-09-01,Suite,5,2,257.9,515.8,99.04,36.51,152.78,804.13,122.33,27.99,8.91,56.61,215.84,OTA,0.4,103.16,588.29,117.65799999999999
Hôtel des Îles,2025-09-02,Single,10,7,46.14,322.98,56.41,11.37,128.49,519.25,75.81,16.83,2.45,39.49,134.58,Direct,0.7,32.298,384.66999999999996,38.467
Hôtel des Îles,2025-09-02,Double,30,10,81.7,817.0,180.15,18.44,227.01,1242.6,171.48,59.48,5.18,74.78,310.92,Agency,0.3333333333333333,27.233333333333334,931.6799999999998,31.055999999999994
Hôtel des Îles,2025-09-02,Deluxe,15,5,132.43,662.15,49.49,34.2,249.32,995.16,122.4,15.14,13.49,88.17,239.2,OTA,0.3333333333333333,44.14333333333333,755.96,50.397333333333336
Hôtel des Îles,2025-09-02,Suite,5,2,238.32,476.64,108.75,34.87,133.77,754.03,118.44,30.79,10.01,65.47,224.71,OTA,0.4,95.328,529.3199999999999,105.86399999999999
Hôtel des Îles,2025-09-03,Single,10,4,63.89,255.56,47.66,17.28,51.93,372.43,46.78,18.26,6.55,26.26,97.85,OTA,0.4,25.556,274.58000000000004,27.458000000000006
Hôtel des Îles,2025-09-03,Double,30,13,100.51,1306.63,307.1,57.69,208.1,1879.52,238.0,97.91,21.63,65.56,423.1,OTA,0.43333333333333335,43.55433333333334,1456.42,48.547333333333334
Hôtel des Îles,2025-09-03,Deluxe,15,7,121.59,851.13,75.42,68.01,89.12,1083.68,205.61,25.19,25.65,46.93,303.38,OTA,0.4666666666666667,56.742,780.3000000000001,52.02
Hôtel des Îles,2025-09-03,Suite,5,0,290.68,0.0,0.0,0.0,199.03,199.03,0.0,0.0,0.0,68.48,68.48,Direct,0.0,0.0,130.55,26.110000000000003
Hôtel des Îles,2025-09-04,Single,10,4,57.22,228.88,38.5,8.82,245.59,521.79,63.38,13.13,3.13,87.9,167.54,OTA,0.4,22.887999999999998,354.25,35.425
Hôtel des Îles,2025-09-04,Double,30,10,82.05,820.5,164.28,33.82,67.3,1085.9,213.58,68.45,12.88,31.74,326.65,Corporate,0.3333333333333333,27.35,759.2500000000001,25.308333333333337
